Year,Team,Player,Runs,Wides,No_Balls,Venue,Match_Date
1999,India,Rohit Sharma,44,0,1,"MCG, Melbourne",1999-03-01
1999,India,Rohit Sharma,64,2,2,"Chinnaswamy, Bangalore",1999-09-26
1999,India,Rohit Sharma,54,4,1,"Chinnaswamy, Bangalore",1999-05-08
1999,India,Rohit Sharma,5,1,1,"Wankhede, Mumbai",1999-08-21
1999,India,MS Dhoni,138,0,0,"Old Trafford, Manchester",1999-03-04
1999,India,MS Dhoni,50,1,0,"Wankhede, Mumbai",1999-12-10
1999,India,MS Dhoni,15,1,0,"MCG, Melbourne",1999-05-15
1999,India,MS Dhoni,117,4,1,"MCG, Melbourne",1999-03-12
1999,India,MS Dhoni,81,0,1,"Wankhede, Mumbai",1999-10-17
1999,India,MS Dhoni,101,2,3,"Chinnaswamy, Bangalore",1999-08-08
1999,India,MS Dhoni,149,3,3,"Wankhede, Mumbai",1999-12-02
1999,India,MS Dhoni,124,1,1,"Eden Gardens, Kolkata",1999-02-22
1999,India,MS Dhoni,142,4,3,"Chinnaswamy, Bangalore",1999-05-12
1999,India,Yuvraj Singh,62,1,3,"Wankhede, Mumbai",1999-11-13
1999,India,Yuvraj Singh,140,0,0,"Wankhede, Mumbai",1999-09-05
1999,India,Yuvraj Singh,7,4,3,"Lord's, London",1999-03-11
1999,India,Yuvraj Singh,132,4,0,"Eden Gardens, Kolkata",1999-06-06
1999,India,Yuvraj Singh,42,2,0,"Lord's, London",1999-01-04
1999,India,Yuvraj Singh,20,2,3,"Lord's, London",1999-05-02
1999,India,Yuvraj Singh,84,1,2,"MCG, Melbourne",1999-09-12
1999,India,Yuvraj Singh,48,3,3,"Eden Gardens, Kolkata",1999-06-24
1999,India,Yuvraj Singh,12,3,3,"Eden Gardens, Kolkata",1999-01-24
1999,Australia,Ricky Ponting,98,3,1,"Eden Gardens, Kolkata",1999-04-03
1999,Australia,Ricky Ponting,60,0,2,"Wankhede, Mumbai",1999-06-21
1999,Australia,Ricky Ponting,49,5,0,"Eden Gardens, Kolkata",1999-06-25
1999,Australia,Ricky Ponting,41,4,3,"MCG, Melbourne",1999-06-20
1999,Australia,Ricky Ponting,85,2,1,"Eden Gardens, Kolkata",1999-01-20
1999,Australia,Ricky Ponting,23,2,1,"MCG, Melbourne",1999-11-15
1999,Australia,Ricky Ponting,103,1,3,"MCG, Melbourne",1999-12-07
1999,Australia,Ricky Ponting,131,0,0,"Wankhede, Mumbai",1999-01-16
1999,Australia,Ricky Ponting,114,5,3,"Lord's, London",1999-01-13
1999,Australia,Glenn Maxwell,3,4,3,"Eden Gardens, Kolkata",1999-12-05
1999,Australia,Glenn Maxwell,89,3,0,"Lord's, London",1999-03-10
1999,Australia,Glenn Maxwell,112,4,2,"Eden Gardens, Kolkata",1999-07-06
1999,Australia,Glenn Maxwell,40,2,0,"Old Trafford, Manchester",1999-02-16
1999,Australia,Glenn Maxwell,55,3,0,"MCG, Melbourne",1999-09-13
1999,Australia,Steve Smith,118,1,3,"Old Trafford, Manchester",1999-08-14
1999,Australia,Steve Smith,121,5,1,"Old Trafford, Manchester",1999-01-08
1999,Australia,Steve Smith,88,1,1,"Old Trafford, Manchester",1999-09-24
1999,Australia,Steve Smith,81,3,2,"Eden Gardens, Kolkata",1999-10-23
1999,Australia,Steve Smith,60,1,0,"Lord's, London",1999-05-12
1999,Australia,Steve Smith,137,0,0,"Eden Gardens, Kolkata",1999-08-06
1999,Australia,Steve Smith,110,4,0,"MCG, Melbourne",1999-03-28
1999,Australia,Steve Smith,120,0,2,"MCG, Melbourne",1999-11-02
1999,Australia,Steve Smith,101,5,0,"MCG, Melbourne",1999-06-04
1999,Australia,David Warner,36,5,3,"Wankhede, Mumbai",1999-08-07
1999,Australia,David Warner,95,4,1,"Old Trafford, Manchester",1999-11-01
1999,Australia,David Warner,79,1,3,"Wankhede, Mumbai",1999-01-28
1999,Australia,Adam Gilchrist,102,2,2,"Eden Gardens, Kolkata",1999-12-28
1999,Australia,Adam Gilchrist,36,1,1,"Lord's, London",1999-03-06
1999,Australia,Adam Gilchrist,148,2,2,"Wankhede, Mumbai",1999-11-21
1999,Australia,Adam Gilchrist,120,2,1,"Eden Gardens, Kolkata",1999-10-28
1999,Australia,Adam Gilchrist,24,1,1,"Eden Gardens, Kolkata",1999-05-27
1999,Australia,Adam Gilchrist,98,2,0,"Chinnaswamy, Bangalore",1999-11-09
1999,Australia,Adam Gilchrist,9,5,3,"MCG, Melbourne",1999-04-13
1999,Australia,Adam Gilchrist,67,0,3,"Chinnaswamy, Bangalore",1999-07-17
1999,England,Joe Root,90,3,0,"Chinnaswamy, Bangalore",1999-06-14
1999,England,Joe Root,29,1,0,"Old Trafford, Manchester",1999-12-15
1999,England,Joe Root,106,2,0,"Chinnaswamy, Bangalore",1999-10-22
1999,England,Joe Root,55,3,1,"Eden Gardens, Kolkata",1999-07-10
1999,England,Joe Root,29,0,2,"MCG, Melbourne",1999-08-05
1999,England,Joe Root,34,2,0,"Lord's, London",1999-11-05
1999,England,Joe Root,21,1,0,"Wankhede, Mumbai",1999-02-25
1999,England,Ben Stokes,35,2,3,"Chinnaswamy, Bangalore",1999-12-12
1999,England,Ben Stokes,106,2,3,"MCG, Melbourne",1999-07-27
1999,England,Ben Stokes,106,5,0,"MCG, Melbourne",1999-02-23
1999,England,Jos Buttler,52,2,0,"Old Trafford, Manchester",1999-02-27
1999,England,Jos Buttler,120,4,2,"Lord's, London",1999-03-10
1999,England,Jos Buttler,27,1,1,"Old Trafford, Manchester",1999-06-13
1999,England,Jos Buttler,29,4,1,"Wankhede, Mumbai",1999-06-07
1999,England,Jos Buttler,78,0,2,"MCG, Melbourne",1999-04-03
1999,England,Eoin Morgan,23,1,1,"Wankhede, Mumbai",1999-12-18
1999,England,Eoin Morgan,148,4,3,"Old Trafford, Manchester",1999-03-07
1999,England,Eoin Morgan,46,3,0,"Old Trafford, Manchester",1999-09-27
1999,England,Eoin Morgan,59,4,3,"Chinnaswamy, Bangalore",1999-08-27
1999,England,Eoin Morgan,128,1,3,"Wankhede, Mumbai",1999-11-16
1999,England,Eoin Morgan,124,0,0,"MCG, Melbourne",1999-07-23
1999,England,Eoin Morgan,96,2,3,"Chinnaswamy, Bangalore",1999-02-19
1999,England,Eoin Morgan,140,1,1,"Lord's, London",1999-08-21
1999,England,Kevin Pietersen,133,1,1,"Old Trafford, Manchester",1999-05-27
1999,England,Kevin Pietersen,80,3,3,"Eden Gardens, Kolkata",1999-04-18
1999,England,Kevin Pietersen,41,1,3,"Chinnaswamy, Bangalore",1999-01-19
1999,England,Kevin Pietersen,34,5,2,"Eden Gardens, Kolkata",1999-12-21
1999,Pakistan,Babar Azam,87,3,1,"Eden Gardens, Kolkata",1999-09-09
1999,Pakistan,Babar Azam,66,0,0,"Chinnaswamy, Bangalore",1999-05-15
1999,Pakistan,Babar Azam,27,4,1,"Old Trafford, Manchester",1999-02-15
1999,Pakistan,Babar Azam,130,4,3,"MCG, Melbourne",1999-10-06
1999,Pakistan,Babar Azam,27,2,2,"Lord's, London",1999-07-10
1999,Pakistan,Babar Azam,61,5,0,"Chinnaswamy, Bangalore",1999-02-22
1999,Pakistan,Babar Azam,76,4,1,"Lord's, London",1999-12-08
1999,Pakistan,Babar Azam,76,2,2,"Lord's, London",1999-05-10
1999,Pakistan,Wasim Akram,68,2,1,"Eden Gardens, Kolkata",1999-09-10
1999,Pakistan,Wasim Akram,79,4,2,"MCG, Melbourne",1999-11-01
1999,Pakistan,Wasim Akram,20,5,3,"MCG, Melbourne",1999-04-07
1999,Pakistan,Wasim Akram,116,0,1,"Eden Gardens, Kolkata",1999-05-04
1999,Pakistan,Wasim Akram,105,4,3,"Old Trafford, Manchester",1999-08-17
1999,Pakistan,Inzamam-ul-Haq,124,0,1,"Chinnaswamy, Bangalore",1999-12-03
1999,Pakistan,Inzamam-ul-Haq,45,0,3,"Old Trafford, Manchester",1999-08-03
1999,Pakistan,Inzamam-ul-Haq,146,0,2,"Chinnaswamy, Bangalore",1999-07-06
1999,Pakistan,Inzamam-ul-Haq,127,0,2,"Old Trafford, Manchester",1999-01-18
1999,Pakistan,Shahid Afridi,20,1,3,"MCG, Melbourne",1999-06-28
1999,Pakistan,Shahid Afridi,76,2,2,"Lord's, London",1999-05-18
1999,Pakistan,Shahid Afridi,83,5,0,"MCG, Melbourne",1999-05-20
1999,Pakistan,Shahid Afridi,142,1,3,"Eden Gardens, Kolkata",1999-09-23
1999,Pakistan,Shahid Afridi,119,2,2,"MCG, Melbourne",1999-05-04
1999,Pakistan,Shahid Afridi,125,5,3,"Chinnaswamy, Bangalore",1999-08-07
1999,Pakistan,Imran Khan,64,5,2,"Lord's, London",1999-05-28
1999,Pakistan,Imran Khan,141,3,3,"Old Trafford, Manchester",1999-06-07
1999,Pakistan,Imran Khan,105,0,3,"MCG, Melbourne",1999-11-03
1999,Pakistan,Imran Khan,88,3,0,"Old Trafford, Manchester",1999-08-27
1999,Pakistan,Imran Khan,108,1,1,"Chinnaswamy, Bangalore",1999-07-15
1999,Pakistan,Imran Khan,119,3,0,"Chinnaswamy, Bangalore",1999-08-08
1999,Pakistan,Imran Khan,24,3,2,"Lord's, London",1999-11-25
1999,Pakistan,Imran Khan,116,1,1,"MCG, Melbourne",1999-04-01
1999,South Africa,AB de Villiers,75,0,3,"Lord's, London",1999-10-12
1999,South Africa,AB de Villiers,106,3,1,"Wankhede, Mumbai",1999-06-25
1999,South Africa,AB de Villiers,147,3,3,"Chinnaswamy, Bangalore",1999-06-02
1999,South Africa,AB de Villiers,45,3,0,"Eden Gardens, Kolkata",1999-02-14
1999,South Africa,AB de Villiers,117,0,0,"Old Trafford, Manchester",1999-11-26
1999,South Africa,Jacques Kallis,123,3,0,"Lord's, London",1999-09-13
1999,South Africa,Jacques Kallis,135,2,2,"Eden Gardens, Kolkata",1999-05-03
1999,South Africa,Jacques Kallis,46,2,2,"Lord's, London",1999-02-14
1999,South Africa,Jacques Kallis,143,0,3,"Chinnaswamy, Bangalore",1999-04-14
1999,South Africa,Jacques Kallis,112,0,3,"Eden Gardens, Kolkata",1999-07-25
1999,South Africa,Hashim Amla,37,3,0,"Eden Gardens, Kolkata",1999-12-04
1999,South Africa,Hashim Amla,17,3,0,"Wankhede, Mumbai",1999-02-09
1999,South Africa,Hashim Amla,119,0,1,"Old Trafford, Manchester",1999-10-25
1999,South Africa,Hashim Amla,3,2,3,"Chinnaswamy, Bangalore",1999-11-24
1999,South Africa,Hashim Amla,119,0,0,"Eden Gardens, Kolkata",1999-04-17
1999,South Africa,Hashim Amla,3,5,1,"MCG, Melbourne",1999-09-15
1999,South Africa,Hashim Amla,91,5,0,"Eden Gardens, Kolkata",1999-04-03
1999,South Africa,Hashim Amla,29,5,0,"Lord's, London",1999-03-03
1999,South Africa,Hashim Amla,43,3,1,"Eden Gardens, Kolkata",1999-01-15
1999,South Africa,Dale Steyn,67,0,3,"MCG, Melbourne",1999-11-24
1999,South Africa,Dale Steyn,148,1,2,"Eden Gardens, Kolkata",1999-04-14
1999,South Africa,Dale Steyn,26,1,1,"Wankhede, Mumbai",1999-07-27
1999,South Africa,Dale Steyn,106,5,3,"MCG, Melbourne",1999-07-15
1999,South Africa,Dale Steyn,124,2,2,"Wankhede, Mumbai",1999-11-26
1999,South Africa,Dale Steyn,117,4,2,"Chinnaswamy, Bangalore",1999-04-02
1999,South Africa,Dale Steyn,133,3,1,"Old Trafford, Manchester",1999-02-10
1999,South Africa,Dale Steyn,76,5,2,"Chinnaswamy, Bangalore",1999-06-01
1999,South Africa,Dale Steyn,123,4,2,"Eden Gardens, Kolkata",1999-03-21
1999,South Africa,Graeme Smith,44,0,3,"Chinnaswamy, Bangalore",1999-02-16
1999,South Africa,Graeme Smith,56,2,0,"Old Trafford, Manchester",1999-05-16
1999,South Africa,Graeme Smith,127,4,2,"Eden Gardens, Kolkata",1999-10-07
1999,South Africa,Graeme Smith,51,5,3,"Old Trafford, Manchester",1999-11-11
1999,South Africa,Graeme Smith,148,5,1,"Lord's, London",1999-10-06
1999,New Zealand,Kane Williamson,81,2,0,"Lord's, London",1999-02-16
1999,New Zealand,Kane Williamson,51,3,2,"Chinnaswamy, Bangalore",1999-03-01
1999,New Zealand,Kane Williamson,34,5,2,"MCG, Melbourne",1999-06-13
1999,New Zealand,Brendon McCullum,148,3,2,"Wankhede, Mumbai",1999-02-22
1999,New Zealand,Brendon McCullum,13,2,3,"Chinnaswamy, Bangalore",1999-02-20
1999,New Zealand,Brendon McCullum,71,0,1,"Eden Gardens, Kolkata",1999-06-12
1999,New Zealand,Brendon McCullum,62,1,3,"Lord's, London",1999-03-09
1999,New Zealand,Brendon McCullum,37,0,3,"Old Trafford, Manchester",1999-08-04
1999,New Zealand,Brendon McCullum,35,5,0,"Chinnaswamy, Bangalore",1999-09-18
1999,New Zealand,Ross Taylor,8,2,1,"Eden Gardens, Kolkata",1999-08-11
1999,New Zealand,Ross Taylor,98,4,2,"Chinnaswamy, Bangalore",1999-12-13
1999,New Zealand,Ross Taylor,67,4,3,"Eden Gardens, Kolkata",1999-01-17
1999,New Zealand,Ross Taylor,41,1,3,"MCG, Melbourne",1999-07-19
1999,New Zealand,Ross Taylor,12,5,0,"MCG, Melbourne",1999-08-04
1999,New Zealand,Martin Guptill,28,2,2,"Wankhede, Mumbai",1999-08-08
1999,New Zealand,Martin Guptill,44,3,2,"Chinnaswamy, Bangalore",1999-05-10
1999,New Zealand,Martin Guptill,53,1,3,"Old Trafford, Manchester",1999-05-13
1999,New Zealand,Martin Guptill,20,1,3,"Chinnaswamy, Bangalore",1999-04-22
1999,New Zealand,Martin Guptill,53,0,1,"Eden Gardens, Kolkata",1999-05-13
1999,New Zealand,Martin Guptill,52,1,2,"MCG, Melbourne",1999-07-03
1999,New Zealand,Martin Guptill,75,5,3,"Old Trafford, Manchester",1999-09-21
1999,New Zealand,Daniel Vettori,106,1,0,"Old Trafford, Manchester",1999-12-16
1999,New Zealand,Daniel Vettori,41,5,3,"Wankhede, Mumbai",1999-03-08
1999,New Zealand,Daniel Vettori,56,4,3,"Chinnaswamy, Bangalore",1999-05-04
1999,New Zealand,Daniel Vettori,43,4,0,"Wankhede, Mumbai",1999-07-19
1999,Sri Lanka,Kumar Sangakkara,11,3,3,"Wankhede, Mumbai",1999-09-05
1999,Sri Lanka,Kumar Sangakkara,114,5,0,"Eden Gardens, Kolkata",1999-09-23
1999,Sri Lanka,Kumar Sangakkara,84,0,1,"Old Trafford, Manchester",1999-04-27
1999,Sri Lanka,Kumar Sangakkara,92,3,3,"Lord's, London",1999-02-15
1999,Sri Lanka,Kumar Sangakkara,107,0,3,"Wankhede, Mumbai",1999-08-22
1999,Sri Lanka,Kumar Sangakkara,92,1,0,"MCG, Melbourne",1999-11-09
1999,Sri Lanka,Kumar Sangakkara,58,2,2,"Eden Gardens, Kolkata",1999-02-26
1999,Sri Lanka,Kumar Sangakkara,113,4,1,"Wankhede, Mumbai",1999-02-17
1999,Sri Lanka,Kumar Sangakkara,57,2,3,"Chinnaswamy, Bangalore",1999-10-26
1999,Sri Lanka,Mahela Jayawardene,41,3,0,"Old Trafford, Manchester",1999-08-17
1999,Sri Lanka,Mahela Jayawardene,84,5,0,"Chinnaswamy, Bangalore",1999-08-09
1999,Sri Lanka,Mahela Jayawardene,78,2,1,"Old Trafford, Manchester",1999-02-18
1999,Sri Lanka,Mahela Jayawardene,148,3,2,"Old Trafford, Manchester",1999-09-09
1999,Sri Lanka,Mahela Jayawardene,27,4,3,"Lord's, London",1999-11-07
1999,Sri Lanka,Mahela Jayawardene,19,3,3,"Eden Gardens, Kolkata",1999-01-01
1999,Sri Lanka,Mahela Jayawardene,88,1,2,"Chinnaswamy, Bangalore",1999-08-26
1999,Sri Lanka,Mahela Jayawardene,80,5,3,"Wankhede, Mumbai",1999-11-01
1999,Sri Lanka,Mahela Jayawardene,132,1,2,"Chinnaswamy, Bangalore",1999-12-02
1999,Sri Lanka,Sanath Jayasuriya,8,3,3,"Eden Gardens, Kolkata",1999-02-18
1999,Sri Lanka,Sanath Jayasuriya,44,5,1,"Lord's, London",1999-10-26
1999,Sri Lanka,Sanath Jayasuriya,79,3,3,"Chinnaswamy, Bangalore",1999-12-11
1999,Sri Lanka,Sanath Jayasuriya,123,2,3,"Lord's, London",1999-10-28
1999,Sri Lanka,Sanath Jayasuriya,7,3,0,"Eden Gardens, Kolkata",1999-07-20
1999,Sri Lanka,Sanath Jayasuriya,9,5,2,"Old Trafford, Manchester",1999-05-23
1999,Sri Lanka,Sanath Jayasuriya,28,3,3,"Chinnaswamy, Bangalore",1999-12-13
1999,Sri Lanka,Sanath Jayasuriya,99,3,0,"Wankhede, Mumbai",1999-08-05
1999,Sri Lanka,Sanath Jayasuriya,48,3,0,"Wankhede, Mumbai",1999-04-14
1999,Sri Lanka,Muttiah Muralitharan,10,3,0,"Eden Gardens, Kolkata",1999-09-07
1999,Sri Lanka,Muttiah Muralitharan,119,4,2,"Wankhede, Mumbai",1999-04-10
1999,Sri Lanka,Muttiah Muralitharan,148,2,2,"Old Trafford, Manchester",1999-05-18
1999,Sri Lanka,Muttiah Muralitharan,68,5,1,"Wankhede, Mumbai",1999-08-07
1999,Sri Lanka,Muttiah Muralitharan,134,3,1,"MCG, Melbourne",1999-09-19
1999,Sri Lanka,Muttiah Muralitharan,117,1,1,"Eden Gardens, Kolkata",1999-02-24
1999,Sri Lanka,Muttiah Muralitharan,71,2,2,"Lord's, London",1999-03-03
1999,Sri Lanka,Lasith Malinga,101,4,3,"Lord's, London",1999-08-15
1999,Sri Lanka,Lasith Malinga,24,1,2,"Chinnaswamy, Bangalore",1999-08-02
1999,Sri Lanka,Lasith Malinga,88,1,0,"MCG, Melbourne",1999-08-14
1999,West Indies,Chris Gayle,7,2,0,"Lord's, London",1999-04-03
1999,West Indies,Chris Gayle,52,5,3,"Eden Gardens, Kolkata",1999-10-05
1999,West Indies,Chris Gayle,122,3,2,"Wankhede, Mumbai",1999-03-23
1999,West Indies,Brian Lara,40,0,1,"MCG, Melbourne",1999-12-22
1999,West Indies,Brian Lara,47,3,0,"Lord's, London",1999-08-26
1999,West Indies,Brian Lara,135,1,1,"Lord's, London",1999-08-20
1999,West Indies,Brian Lara,0,1,0,"Eden Gardens, Kolkata",1999-03-28
1999,West Indies,Viv Richards,36,2,0,"Wankhede, Mumbai",1999-04-10
1999,West Indies,Viv Richards,104,1,0,"Wankhede, Mumbai",1999-08-08
1999,West Indies,Viv Richards,94,1,2,"Old Trafford, Manchester",1999-09-26
1999,West Indies,Viv Richards,16,5,1,"Old Trafford, Manchester",1999-09-15
1999,West Indies,Clive Lloyd,4,1,0,"Eden Gardens, Kolkata",1999-09-22
1999,West Indies,Clive Lloyd,41,2,3,"Eden Gardens, Kolkata",1999-03-18
1999,West Indies,Clive Lloyd,26,5,3,"MCG, Melbourne",1999-11-09
1999,West Indies,Clive Lloyd,65,5,2,"Lord's, London",1999-09-15
1999,West Indies,Clive Lloyd,7,0,3,"Eden Gardens, Kolkata",1999-11-08
1999,West Indies,Clive Lloyd,83,3,1,"Chinnaswamy, Bangalore",1999-11-15
1999,West Indies,Clive Lloyd,146,1,1,"Wankhede, Mumbai",1999-03-06
1999,West Indies,Andre Russell,41,0,2,"Old Trafford, Manchester",1999-07-15
1999,West Indies,Andre Russell,114,4,1,"Lord's, London",1999-07-24
1999,West Indies,Andre Russell,145,0,0,"Lord's, London",1999-06-04
1999,West Indies,Andre Russell,6,0,0,"Old Trafford, Manchester",1999-08-09
1999,West Indies,Andre Russell,138,2,3,"Wankhede, Mumbai",1999-08-16
1999,West Indies,Andre Russell,78,1,0,"MCG, Melbourne",1999-02-12
1999,West Indies,Andre Russell,104,5,2,"Eden Gardens, Kolkata",1999-07-28
1999,West Indies,Andre Russell,6,2,0,"Lord's, London",1999-06-15
1999,West Indies,Andre Russell,119,0,2,"Chinnaswamy, Bangalore",1999-12-28
2003,India,Virat Kohli,131,0,1,"Eden Gardens, Kolkata",2003-03-03
2003,India,Virat Kohli,132,3,3,"Old Trafford, Manchester",2003-08-08
2003,India,Virat Kohli,23,2,1,"Lord's, London",2003-03-10
2003,India,Sachin Tendulkar,70,1,1,"Wankhede, Mumbai",2003-10-01
2003,India,Sachin Tendulkar,147,2,1,"Lord's, London",2003-06-12
2003,India,Sachin Tendulkar,133,3,0,"Wankhede, Mumbai",2003-01-28
2003,India,Sachin Tendulkar,144,0,2,"Chinnaswamy, Bangalore",2003-06-17
2003,India,Rohit Sharma,99,5,1,"Eden Gardens, Kolkata",2003-05-06
2003,India,Rohit Sharma,145,0,0,"Chinnaswamy, Bangalore",2003-02-12
2003,India,Rohit Sharma,32,3,3,"Chinnaswamy, Bangalore",2003-03-04
2003,India,Rohit Sharma,44,4,0,"MCG, Melbourne",2003-02-02
2003,India,Rohit Sharma,22,4,2,"Eden Gardens, Kolkata",2003-05-12
2003,India,MS Dhoni,39,1,3,"Lord's, London",2003-11-24
2003,India,MS Dhoni,56,4,3,"MCG, Melbourne",2003-07-28
2003,India,MS Dhoni,102,3,1,"Wankhede, Mumbai",2003-09-05
2003,India,MS Dhoni,104,4,2,"Old Trafford, Manchester",2003-12-06
2003,India,MS Dhoni,121,0,3,"Chinnaswamy, Bangalore",2003-09-16
2003,India,MS Dhoni,7,3,0,"Wankhede, Mumbai",2003-06-12
2003,India,MS Dhoni,130,4,0,"Chinnaswamy, Bangalore",2003-06-08
2003,India,MS Dhoni,149,0,1,"Old Trafford, Manchester",2003-02-09
2003,India,Yuvraj Singh,113,4,1,"Wankhede, Mumbai",2003-05-11
2003,India,Yuvraj Singh,72,2,0,"Lord's, London",2003-05-01
2003,India,Yuvraj Singh,119,3,2,"Lord's, London",2003-10-15
2003,India,Yuvraj Singh,57,1,1,"Eden Gardens, Kolkata",2003-09-09
2003,India,Yuvraj Singh,35,3,1,"Eden Gardens, Kolkata",2003-11-08
2003,India,Yuvraj Singh,53,5,2,"Chinnaswamy, Bangalore",2003-02-21
2003,Australia,Ricky Ponting,59,3,3,"Old Trafford, Manchester",2003-07-02
2003,Australia,Ricky Ponting,107,4,3,"Eden Gardens, Kolkata",2003-05-10
2003,Australia,Ricky Ponting,69,1,2,"Old Trafford, Manchester",2003-08-17
2003,Australia,Ricky Ponting,27,3,1,"Lord's, London",2003-08-18
2003,Australia,Ricky Ponting,117,4,2,"Lord's, London",2003-04-17
2003,Australia,Glenn Maxwell,40,0,2,"Chinnaswamy, Bangalore",2003-12-14
2003,Australia,Glenn Maxwell,40,5,2,"Wankhede, Mumbai",2003-08-16
2003,Australia,Glenn Maxwell,115,3,3,"Lord's, London",2003-02-15
2003,Australia,Glenn Maxwell,17,0,2,"Wankhede, Mumbai",2003-08-10
2003,Australia,Glenn Maxwell,116,0,3,"MCG, Melbourne",2003-08-17
2003,Australia,Glenn Maxwell,73,1,3,"Chinnaswamy, Bangalore",2003-05-24
2003,Australia,Steve Smith,76,4,1,"Wankhede, Mumbai",2003-11-23
2003,Australia,Steve Smith,47,5,0,"Old Trafford, Manchester",2003-01-23
2003,Australia,Steve Smith,47,5,3,"Chinnaswamy, Bangalore",2003-07-11
2003,Australia,David Warner,98,5,3,"Wankhede, Mumbai",2003-04-02
2003,Australia,David Warner,107,4,0,"MCG, Melbourne",2003-09-26
2003,Australia,David Warner,24,2,3,"Lord's, London",2003-12-14
2003,Australia,David Warner,112,2,1,"Lord's, London",2003-05-11
2003,Australia,David Warner,94,3,0,"Eden Gardens, Kolkata",2003-04-09
2003,Australia,David Warner,14,3,1,"Wankhede, Mumbai",2003-04-25
2003,Australia,David Warner,56,1,2,"Lord's, London",2003-10-07
2003,Australia,Adam Gilchrist,84,3,3,"Lord's, London",2003-03-13
2003,Australia,Adam Gilchrist,1,2,1,"Eden Gardens, Kolkata",2003-07-05
2003,Australia,Adam Gilchrist,120,5,0,"Chinnaswamy, Bangalore",2003-12-14
2003,Australia,Adam Gilchrist,109,4,3,"Lord's, London",2003-10-18
2003,Australia,Adam Gilchrist,93,0,2,"Lord's, London",2003-11-24
2003,Australia,Adam Gilchrist,115,4,0,"Chinnaswamy, Bangalore",2003-11-11
2003,Australia,Adam Gilchrist,93,2,0,"Lord's, London",2003-10-03
2003,Australia,Adam Gilchrist,89,2,1,"Chinnaswamy, Bangalore",2003-07-04
2003,England,Joe Root,104,3,3,"Eden Gardens, Kolkata",2003-12-14
2003,England,Joe Root,138,5,0,"Chinnaswamy, Bangalore",2003-06-20
2003,England,Joe Root,89,0,3,"Lord's, London",2003-10-04
2003,England,Ben Stokes,46,5,2,"Lord's, London",2003-07-23
2003,England,Ben Stokes,46,3,2,"Wankhede, Mumbai",2003-05-02
2003,England,Ben Stokes,131,0,3,"Wankhede, Mumbai",2003-12-03
2003,England,Ben Stokes,82,5,2,"Lord's, London",2003-07-11
2003,England,Ben Stokes,15,4,3,"Old Trafford, Manchester",2003-07-24
2003,England,Ben Stokes,4,0,0,"Wankhede, Mumbai",2003-01-06
2003,England,Ben Stokes,141,3,3,"Eden Gardens, Kolkata",2003-07-23
2003,England,Jos Buttler,78,0,3,"MCG, Melbourne",2003-12-13
2003,England,Jos Buttler,33,3,2,"Wankhede, Mumbai",2003-02-17
2003,England,Jos Buttler,42,3,2,"Lord's, London",2003-05-27
2003,England,Eoin Morgan,91,4,1,"Lord's, London",2003-12-19
2003,England,Eoin Morgan,94,3,3,"Old Trafford, Manchester",2003-08-12
2003,England,Eoin Morgan,113,5,1,"Lord's, London",2003-06-10
2003,England,Eoin Morgan,28,0,1,"Lord's, London",2003-04-26
2003,England,Eoin Morgan,93,3,0,"Lord's, London",2003-11-18
2003,England,Eoin Morgan,79,4,3,"Lord's, London",2003-07-06
2003,England,Eoin Morgan,5,2,3,"Lord's, London",2003-07-12
2003,England,Eoin Morgan,111,2,0,"Lord's, London",2003-08-21
2003,England,Eoin Morgan,37,0,0,"MCG, Melbourne",2003-01-16
2003,England,Kevin Pietersen,20,0,2,"Wankhede, Mumbai",2003-05-23
2003,England,Kevin Pietersen,97,5,1,"Old Trafford, Manchester",2003-11-09
2003,England,Kevin Pietersen,8,0,0,"Eden Gardens, Kolkata",2003-06-20
2003,England,Kevin Pietersen,81,4,2,"Wankhede, Mumbai",2003-05-19
2003,England,Kevin Pietersen,82,5,1,"MCG, Melbourne",2003-11-01
2003,Pakistan,Babar Azam,116,4,2,"Lord's, London",2003-02-13
2003,Pakistan,Babar Azam,122,5,3,"Wankhede, Mumbai",2003-08-26
2003,Pakistan,Babar Azam,9,0,1,"MCG, Melbourne",2003-01-08
2003,Pakistan,Babar Azam,135,1,1,"Eden Gardens, Kolkata",2003-04-08
2003,Pakistan,Babar Azam,2,3,2,"Old Trafford, Manchester",2003-04-14
2003,Pakistan,Babar Azam,136,0,3,"Chinnaswamy, Bangalore",2003-02-11
2003,Pakistan,Wasim Akram,69,2,0,"MCG, Melbourne",2003-11-23
2003,Pakistan,Wasim Akram,37,3,3,"MCG, Melbourne",2003-04-23
2003,Pakistan,Wasim Akram,135,2,0,"Lord's, London",2003-12-21
2003,Pakistan,Wasim Akram,10,4,0,"Eden Gardens, Kolkata",2003-03-08
2003,Pakistan,Wasim Akram,143,0,2,"Eden Gardens, Kolkata",2003-06-13
2003,Pakistan,Wasim Akram,77,2,3,"Chinnaswamy, Bangalore",2003-09-17
2003,Pakistan,Inzamam-ul-Haq,144,5,3,"Wankhede, Mumbai",2003-01-27
2003,Pakistan,Inzamam-ul-Haq,44,1,0,"Wankhede, Mumbai",2003-11-21
2003,Pakistan,Inzamam-ul-Haq,54,2,0,"Eden Gardens, Kolkata",2003-10-14
2003,Pakistan,Inzamam-ul-Haq,5,2,1,"Wankhede, Mumbai",2003-12-02
